"""Modelo""";Sistema Operacional;Disponibilidade;Dimensões;Peso; MELHOR PREÇO ;Faixa de Preço; pre�o min ; pre�o max ;Custo-benefício;Hardware;#NOME?;- Câmera;#NOME?;Gsm;Dual Sim;Sim Card;Chipset;Processador;64 Bit;GPU;RAM;Memória Max;Memória Expansível;Polegadas;Resolução;Densidade de pixels;Tipo;Touchscreen;Multitouch;Cores;Megapixel;Resolução;Estabilização;Autofoco;Foco por toque;Flash;HDR;Localização;Câmera Frontal;Resolução da gravação;FPS da gravação;Stereo Sound Rec;Wi-Fi;Bluetooth;USB;NFC;GPS;GPRS;EDGE;UMTS;HSDPA;HSUPA;HSPA+;LTE;Velocidade máxima de download;Velocidade máxima de upload;Acelerômetro;Proximidade;Player de música;Player de vídeo;Radio FM;Tv;Saída de TV;Browser;Flash Player;Vibração;Viva Voz;Toques;Toques personalizados;Outros;Tipo;Aperture Size;Detecção facial;Detecção de sorriso;Auto focagem de vídeo;Estabilização de vídeo;Vídeo Câmera Frontal;IRDA;Mic. de Redução de Ruído;Ampere;SAR US;Giroscópio;Bússola;Impressão digital;Resistência a água;Proteção;Slow Motion;Foto em Vídeo;Opções da Câmera Frontal;Zoom Ótico;Vídeo HDR;Autonomia conversação;Autonomia em standby;Tamanho do Sensor;Barômetro;Dual Rec;SAR EU;Dual Shot;Gesto;Preço Extra;Segundo Display;Teclado Qwerty;MMS;Email;Câmera;Preço Magazine Luiza;Preço Kabum;Preço Carrefour;Code;Altímetro;Preço Casas Bahia;Preço Submarino;Preço FastShop;Preço Americanas;Preço Walmart;Preço Colombo;Preço Pontofrio;Personalizzazione;Display Curvo;Preço Apple;Antena;Blink Detection;ROM;Temperatura;Umidade;Foto 3D;Java;Vídeo 3D;3D;HSCSD;UMA;Satelital
Samsung E1207T;;2013/1;108 x 45.5 x 13.5 mm;; R$124,00 ;R$ 124 - R$ 299; R$124,00 ; R$299,00 ;3.1 / 10;1.3 / 10;0.9 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);ok;Mini (classic);;1 Core;;;;;X;1.52;128 x 128 pixel;119 ppi;TFT LCD;X;X;65 mil;;;;X;X;X;X;X;X;X;;;X;X;ok;X;X;X 171 Kbps;X;X;X;X;X;X;-;-;X;X;X;X;X;X;X;X;X;ok;ok;ok Polifônicos;ok;;Litio;;X;;X;X;;;;800 Mah;;X;X;;;;;;;;;480 minutos;430 horas;;;;;;;;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samsung E1282T;;2013/1;109.2 x 45.5 x 14.5 mm;74.5 gramas; R$-   ;; R$-   ; R$-   ;;1.5 / 10;0.8 / 10;0.5 / 10;0 / 10;ok Dual Band (900/1800);ok;Mini (classic);;1 Core;;;;;ok Micro SD Até 16 GB;1.8;128 x 160 pixel;114 ppi;TFT LCD;X;X;65 mil;;;;X;X;X;X;X;X;X;;;X;ok 2.0;ok;X;X;ok;X;X;X;X;X;X;-;-;X;X;ok;X;X;X;X;ok Wap;X;ok;ok;ok Polifônicos;ok;Image viewerSNS Applications;Litio;;X;;X;X;;;;1000 Mah;;X;X;;;;;;;;;720 minutos;660 horas;;;;;;;;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
BlackBerry Q10;BlackBerry OS 10.3.1;2013/2;119.6 x 66.8 x 10.35 mm;139 gramas; R$-   ;; R$-   ; R$-   ;;5.4 / 10;6.2 / 10;06/out;4.1 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm MSM8960 Snapdragon S4;1.5 GHz Dual Core;X;Adreno 225;2 GB;16 GB;ok Micro SD até 64 GB;3.1;3264 x 2448 pixel;328 ppi;Super AMOLED;ok Capacitiva;ok;16 milhões;8 Mp;;ok Digital;ok;ok;ok LED;ok;ok;ok 2 Mp;ok Full HD;30 fps;;ok 802.11 a/b/g/n;ok 4.0 com A2DP/LE;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;ok;100 Mbps;50 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV/DIVX;ok;X;ok HDMI;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;Wi-Fi hotspot;Litio;;ok;;ok;ok;720p HD;;ok;2100 Mah;Head 1.16 W/kg Body 0.75 W/kg;ok;ok;;;;;;;;;798 minutos;360 horas;;;;Head 1.41 W/kg Body 0.78 W/kg;;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
BlackBerry Z10;BlackBerry OS 10.2.1;2013/1;130 x 65.6 x 9 mm;136 gramas; R$599,00 ;R$ 599 - R$ 649; R$599,00 ; R$649,00 ;5.6 / 10;5.6 / 10;6.9 / 10;06/out;4.1 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm MSM8960 Snapdragon S4 Plus;1.5 GHz Dual Core;X;Adreno 225;2 GB;16 GB;ok Micro SD até 64 GB;4.2;3264 x 2448 pixel;355 ppi;LCD;ok Capacitiva;ok;16 milhões;8 Mp;;ok Digital;ok;ok;ok LED;ok;ok;ok 2 Mp;ok Full HD;30 fps;;ok 802.11 a/b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;ok;ok A-GPS;ok;ok;ok;ok;ok;ok;ok;100 Mbps;50 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV/DIVX;X;X;ok HDMI;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;Wi-Fi hotspot;Litio;;ok;;ok;ok;720p HD, 30fps;;ok;1800 Mah;Head 1.42 W/kg Body 1.2 W/kg;ok;ok;;;;;;;;;600 minutos;312 horas;;;;Head 0.87 W/kg Body 0.99 W/kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Samsung Galaxy Express;Android 4.1 Jelly Bean;2013/1;132.2 x 69.1 x 9.3 mm;139.1 gramas; R$-   ;; R$-   ; R$-   ;;4.6 / 10;3.8 / 10;4.8 / 10;2.5 / 10;ok Quad Band (850/900/1800/1900);X;Micro;;1.5 GHz Dual Core;;Adreno 225;1 GB;8 GB (5 GB Livres);ok Micro SD até 32 GB;4.5;2592 x 1944 pixel;207 ppi;Super AMOLED Plus;ok Capacitiva;ok;16 milhões;5 Mp;;;ok;ok;ok LED;X;ok;ok 1.3 Mp;ok HD 720p;30 fps;;ok 802.11 a/b/g/n;ok 4.0 com A2DP/EDR;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;ok;100 Mbps;50 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;ok;X;ok MHL (hdmi);ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;;ok;X;720p HD, 30fps;;;2000 Mah;;X;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Samsung Galaxy Xcover 2;Android 4.1 TouchWiz 5.0 Jelly Bean;2013/1;130.5 x 67.7 x 12 mm;148.5 gramas; R$-   ;; R$-   ; R$-   ;;4.1 / 10;3.7 / 10;4.8 / 10;1.7 / 10;ok Quad Band (850/900/1800/1900);X;Mini (classic);ST Ericsson NovaThor U8500 Cortex-A9;1 GHz Dual Core;X;ARM Mali-400MP;1 GB;4 GB;ok Micro SD Até 32 GB;4;2560 x 1920 pixel;233 ppi;TFT LCD;ok Capacitiva;ok;16 milhões;5 Mp;;;ok;ok;ok LED;X;ok;ok 0.3 Mp;ok HD 720p;30 fps;;ok 802.11b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;X;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;X;X;14.4 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV/DIVX;ok;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;Wi-Fi DirectWi-Fi hotspotDLNA;Litio;;ok;ok;;X;;;;1700 Mah;Head 0.61 W/kg Body 1.03 W/kg;ok;ok;;ok;ok Scratch-resistant glass;;ok;;;;540 minutos;370 horas;;;;Head 0.5 W/kg Body 0.51 W/kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acer Liquid E1;Android 4.1 Jelly Bean;2013/1;132 x 68.5 x 9.9 mm;130 gramas; R$-   ;; R$-   ; R$-   ;;4.2 / 10;04/out;4.8 / 10;1.7 / 10;ok Quad Band (850/900/1800/1900);X;Mini (classic);;1 GHz Dual Core;;;1 GB;4 GB;ok Micro SD até 32 GB;4.5;2592 x 1944 pixel;245 ppi;IPS LCD;ok Capacitiva;ok;16 milhões;5 Mp;;;ok;ok;ok LED;X;ok;ok 0.3 Mp;ok HD 720p;30 fps;;ok 802.11 a/b/g/n;ok 3.0 com A2DP/EDR;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;-;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264;ok;X;X;ok Html;X;ok;ok;ok Polifônicos;ok;;Litio;;;;;X;;;;1760 Mah;;ok;ok;;;;;;;;;480 minutos;400 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
HTC Desire U;Android 4.0.4 Ice Cream Sandwich;2013/2;118.5 x 62.3 x 9.32 mm;119 gramas; R$-   ;; R$-   ; R$-   ;;3.9 / 10;3.7 / 10;4.8 / 10;1.1 / 10;ok Quad Band (850/900/1800/1900);ok Dual Sim Dual Standby;Mini (classic);;1 GHz;;;512 MB;4 GB;ok Micro SD até 32 GB;4;2592 x 1944 pixel;233 ppi;Super LCD;ok Capacitiva;ok;16 milhões;5 Mp;;;ok;ok;ok LED;X;ok;X;ok 800 x 480 pixel;30 fps;;ok 802.11b/g/n;ok 4.0;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;-;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;X;X;X;ok Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;;Litio;;;;;X;;;;1650 Mah;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Alcatel OneTouch M Pop;Android 4.1 Jelly Bean;2013/1;121.5 x 64 x 11.8 mm;136.5 gramas; R$249,00 ;R$ 249 - R$ 349; R$249,00 ; R$349,00 ;3.9 / 10;3.3 / 10;3.7 / 10;4.3 / 10;0 / 10;ok Quad Band (850/900/1800/1900);;;MediaTek MTK6575;1 GHz;;;512 MB;4 GB;ok Micro SD Até 32 GB;4;2592 x 1944 pixel;233 ppi;TFT LCD;ok Capacitiva;ok;16 milhões;5 Mp;;;;;X;;;ok 0.3 Mp;ok HD 720p;30 fps;;ok 802.11b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;7.2 Mbps;5.76 Mbps;ok;;ok;ok H.263/WMV;;X;X;ok Html;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;ok;;;;;;1400 Mah;Head 1.04 W/kg Body 1.31 W/kg;;ok;;;;;;;;;780 minutos;410 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samsung Galaxy S2 Plus;Android 4.2.2 Jelly Bean;2013/2;125.3 x 66.1 x 8.9 mm;121 gramas; R$-   ;; R$-   ; R$-   ;;4.5 / 10;3.6 / 10;06/out;02/out;ok Quad Band (850/900/1800/1900);X;Mini (classic);ARM Cortex-A9;1.2 GHz Dual Core;X;Broadcom VideoCore IV;1 GB;8 GB;ok Micro SD até 64 GB;4.3;3264 x 2448 pixel;217 ppi;Super AMOLED Plus;ok Capacitiva;ok;16 milhões;8 Mp;;ok Digital;ok;ok;ok LED;X;ok;ok 2 Mp;ok Full HD;30 fps;;ok 802.11 a/b/g/n;ok 3.0 com A2DP;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;X;21.1 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV/DIVX;ok;X;X;ok Html;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;ok;ok;;;;;1650 Mah;;ok;ok;;;;;;;;;520 minutos;610 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
ZTE Grand S;Android 4.1 Jelly Bean;2013/2;142 x 69 x 6.9 mm;; R$-   ;; R$-   ; R$-   ;;6.4 / 10;8.3 / 10;6.5 / 10;4.3 / 10;ok Quad Band (850/900/1800/1900);X;Mini (classic);Snapdragon S4 Pro;1.7 GHz Quad Core;;;2 GB;16 GB;ok Micro SD até 32 GB;5;4128 x 3096 pixel;441 ppi;Litio;ok Capacitiva;ok;16 milhões;13 Mp;;;ok;ok;ok LED;X;ok;ok 2 Mp;ok Full HD;30 fps;;ok 802.11 a/b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;ok;ok;100 Mbps;50 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;;;ok;;ok;;Full HD, 30fps;;;1780 Mah;;ok;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Sony Xperia ZQ;Android 5.1 Lollipop;2013/2;131.6 x 69.3 x 9.8 mm;151 gramas; R$-   ;; R$-   ; R$-   ;;07/out;8.3 / 10;6.5 / 10;5.2 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm APQ8064 Snapdragon S4 Pro;1.5 GHz Quad Core;X;Adreno 320;2 GB;16 GB;ok Micro SD Até 32 GB;5;4128 x 3096 pixel;441 ppi;TFT LCD;ok Capacitiva;ok;16 milhões;13 Mp;;ok Digital;ok;ok;ok LED;ok;ok;ok 2 Mp;ok Full HD;30 fps;;ok 802.11 a/b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;ok;100 Mbps;50 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;;X;ok MHL (hdmi);ok HTML5;X;ok;ok;ok Polifônicos;ok;Wi-Fi DirectWi-Fi hotspotDLNA;Litio;;ok;;ok;ok;Full HD, 30fps;ok;ok;2370 Mah;Head 0.96 W/kg Body 1.47 W/kg;ok;ok;;;ok Shatter proof glass;;;;;ok;600 minutos;500 horas;;;;Head 0.63 W/kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huawei Ascend W1;Windows Phone 8;2013/1;124.5 x 63.5 x 10.15 mm;130 gramas; R$-   ;; R$-   ; R$-   ;;4.6 / 10;3.7 / 10;4.8 / 10;3.3 / 10;ok Quad Band (850/900/1800/1900);X;Mini (classic);Qualcomm MSM8230 Snapdragon S4;1.2 GHz Dual Core;;Adreno 305;512 MB;4 GB;ok Micro SD até 32 GB;4;2592 x 1944 pixel;233 ppi;IPS LCD;ok Capacitiva;ok;16 milhões;5 Mp;;;ok;ok;ok LED;X;ok;ok 0.3 Mp;ok HD 720p;30 fps;;ok 802.11b/g/n;ok 2.1;ok Micro USB 2.0;X;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;X;X;21 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;X;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;;ok;X;;;;1950 Mah;;X;X;;;;;;;;;630 minutos;470 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huawei Ascend D2;Android 4.1 Jelly Bean;2013/1;140 x 71 x 9.4 mm;170 gramas; R$-   ;; R$-   ; R$-   ;;6.3 / 10;8.3 / 10;6.5 / 10;3.8 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Huawei Hi-Silicon K3V2   Balong V7R1;1.5 GHz Quad Core;;;2 GB;32 GB;X;5;4032 x 3224 pixel;441 ppi;IPS LCD;ok Capacitiva;ok;16 milhões;13 Mp;;;ok;ok;ok LED;ok;ok;ok 1.3 Mp;ok Full HD;30 fps;;ok;ok 4.0 com LE/EDR;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;ok;X;42 Mbps;5.7 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV/DIVX;;X;;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;;;ok;;ok;;720p HD, 30fps;;;3000 Mah;;ok;ok;;;ok Gorilla Glass;;;;;;;144 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Huawei Ascend Mate;Android 4.1 Jelly Bean;2013/1;163.5 x 85.7 x 9.9 mm;198 gramas; R$-   ;; R$-   ; R$-   ;;5.4 / 10;05/out;06/out;3.8 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Huawei Hi-Silicon K3V2   Intel XMM6260;1.5 GHz Quad Core;;;2 GB;8 GB;ok Micro SD até 32 GB;6.1;3264 x 2448 pixel;241 ppi;IPS LCD;ok Capacitiva;ok;16 milhões;8 Mp;;;ok;ok;ok LED;ok;ok;ok 1 Mp;ok Full HD;30 fps;;ok 802.11 a/b/g/n;ok 4.0 com LE/EDR;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;ok;X;42 Mbps;5.7 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV/DIVX;ok Stereo;X;;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;;ok;;720p HD, 30fps;;;4050 Mah;;ok;ok;;;ok Gorilla Glass;;;;;;;216 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Sony Xperia Z;Android 5.1.1 Lollipop;2013/1;139 x 71 x 7.9 mm;146 gramas; R$-   ;; R$-   ; R$-   ;;7.1 / 10;8.3 / 10;07/out;5.2 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm APQ8064 Snapdragon S4 Pro;1.5 GHz Quad Core;X;Adreno 320;2 GB;16 GB;ok Micro SD Até 32 GB;5;4128 x 3096 pixel;441 ppi;TFT LCD;ok Capacitiva;ok;16 milhões;13.1 Mp;;ok Digital;ok;ok;ok LED;ok;ok;ok 2.2 Mp;ok Full HD;30 fps;;ok 802.11b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;ok;100 Mbps;50 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;ok;X;ok MHL (hdmi);ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;F 2.4;ok;;ok;ok;Full HD, 30fps;;ok;2370 Mah;Head 1.05 W/kg Body 0.56 W/kg;ok;ok;;ok;ok Shatter proof glass;;;;;ok;660 minutos;550 horas;;;;Head 0.48 W/kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Samsung Galaxy Gran Duos;Android 4.2.2 Jelly Bean;2013/1;143.5 x 76.9 x 9.6 mm;162 gramas; R$809,00 ;R$ 809 - R$ 1.269; R$809,00 ; R$1.269,00 ;3.5 / 10;4.9 / 10;4.7 / 10;06/out;02/out;ok Quad Band (850/900/1800/1900);ok;Mini (classic);Broadcom BCM28155 Cortex-A9;1.2 GHz Dual Core;X;Broadcom VideoCore IV;1 GB;8 GB;ok Micro SD até 64 GB;5;3264 x 2448 pixel;187 ppi;TFT LCD;ok Capacitiva;ok;16 milhões;8 Mp;;ok Digital;ok;ok;ok LED;X;ok;ok 2 Mp;ok Full HD;30 fps;ok;ok 802.11 a/b/g/n;ok 4.0 com LE/EDR/A2DP;ok Micro USB 2.0;X;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;X;21 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;ok;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;ok;ok;X;;;ok;2100 Mah;Head 0.37 W/kg Body 1.11 W/kg;ok;ok;;;;;;;;;600 minutos;440 horas;;;;Head 0.24 W/kg Body 0.29 W/kg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia Lumia 505;Windows Phone 7.8;2013/1;118.1 x 61.2 x 11.3 mm;131 gramas; R$-   ;; R$-   ; R$-   ;;3.6 / 10;3.3 / 10;4.8 / 10;2.2 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm MSM7227A Snapdragon S1;800 MHz;;;256 MB;4 GB;X;3.7;3264 x 2448 pixel;252 ppi;ClearBlack AMOLED;ok Capacitiva;ok;65 mil;8 Mp;;;X;X;X;X;ok;X;ok 640 x 480 pixel;30 fps;;ok 802.11b/g/n;ok 2.1 com EDR;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;7.2 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264;ok;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;X;;X;ok;;;;1300 Mah;Head 0.91 W/kg Body 0.79 W/kg;X;X;;;ok Gorilla Glass;;;;;;430 minutos;600 horas;;;;Head 0.89 W/kg;;;;;;;;;;;;BP-3L;;;;;;;;;;;;;;;;;;;;;;;
HTC Butterfly;Android 4.1 Jelly Bean;2013/1;143 x 70.5 x 9.08 mm;140 gramas; R$-   ;; R$-   ; R$-   ;;6.6 / 10;8.3 / 10;06/out;5.2 / 10;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm Snapdragon S4;1.5 GHz Quad Core;;Adreno 320;2 GB;16 GB (11 GB Livres);ok Micro SD até 32 GB;5;3264 x 2448 pixel;441 ppi;Super LCD3;ok Capacitiva;ok;16 milhões;8 Mp;;;ok;ok;ok LED;X;ok;ok 2.1 Mp;ok Full HD;30 fps;ok;ok 802.11 a/b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;;-;-;ok;ok;ok;ok MP4/H.263/H.264/WMV;;X;ok HDMI/MHL (hdmi);ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;ok;ok;ok;ok;Full HD, 30fps;;;2020 Mah;;ok;ok;;;ok Gorilla Glass 2;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia Lumia 620;Windows Phone 8;2013/1;115.4 x 61.1 x 11 mm;127 gramas; R$-   ;; R$-   ; R$-   ;;4.5 / 10;3.4 / 10;4.8 / 10;03/out;ok Quad Band (850/900/1800/1900);X;Micro;Qualcomm Snapdragon S4;1 GHz Dual Core;;Adreno 305;512 MB;8 GB;ok Micro SD até 64 GB;3.8;2592 x 1936 pixel;246 ppi;ClearBlack TFT LCD;ok Capacitiva;ok;16 milhões;5 Mp;;;ok;ok;ok LED;X;ok;ok 0.3 Mp;ok HD 720p;30 fps;;ok 802.11 a/b/g/n;ok 3.0 com A2DP/EDR;ok Micro USB 2.0;ok;ok A-GPS/GLONASS;ok;ok;ok;ok;ok;ok;X;21 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;X;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;X;;X;X;;;;1300 Mah;;X;ok;;;;;;;;;580 minutos;330 horas;;;;;;;;;;;;;;;;BL-4J;;;;;;;;;;;;;;;;;;;;;;;
Sony Xperia E Dual;Android 4.0 Ice Cream Sandwich;2013/1;113.5 x 61.8 x 11 mm;115.7 gramas; R$-   ;; R$-   ; R$-   ;;3.9 / 10;2.7 / 10;4.3 / 10;2.5 / 10;ok Quad Band (850/900/1800/1900);ok;Mini (classic);Qualcomm MSM7227A Snapdragon;1 GHz;;Adreno 200;512 MB;4 GB (2 GB Livres);ok Micro SD até 32 GB;3.5;2048 x 1536 pixel;165 ppi;TFT LCD;ok Capacitiva;ok;260 mil;3.15 Mp;;;X;X;X;X;ok;X;ok 640 x 480 pixel;;;ok 802.11b/g/n;ok 2.1 com A2DP/EDR;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;7.2 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;ok;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;X;;X;X;;;;1500 Mah;;X;X;;;;;;;;;378 minutos;530 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Sony Xperia E;Android 4.1 Jelly Bean;2013/1;113.5 x 61.8 x 11 mm;115.7 gramas; R$-   ;; R$-   ; R$-   ;;3.9 / 10;2.7 / 10;4.3 / 10;2.5 / 10;ok Quad Band (850/900/1800/1900);X;Mini (classic);Qualcomm MSM7227A Snapdragon;1 GHz;;Adreno 200;512 MB;4 GB (2 GB Livres);ok Micro SD até 32 GB;3.5;2048 x 1536 pixel;165 ppi;TFT LCD;ok Capacitiva;ok;260 mil;3.15 Mp;;;X;X;X;X;ok;X;ok 854 x 480 pixel;30 fps;;ok 802.11b/g/n;ok 2.1 com A2DP/EDR;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;7.2 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264/WMV;ok;X;X;ok Html/HTML5;X;ok;ok;ok Polifônicos;ok;;Litio;;X;;X;X;;;;1500 Mah;;X;X;;;;;;;;;378 minutos;530 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Alcatel OT 997D Ultra;Android 4.0 Ice Cream Sandwich;2012/4;123 x 68 x 11 mm;143 gramas; R$-   ;; R$-   ; R$-   ;;4.1 / 10;3.6 / 10;5.3 / 10;1.7 / 10;ok Quad Band (850/900/1800/1900);ok;Mini (classic);MT6577;1 GHz Dual Core;;;1 GB;1 GB;ok Micro SD até 32 GB;4.3;3264 x 2448 pixel;217 ppi;TFT LCD;ok Capacitiva;ok;16 milhões;8 Mp;;;ok;ok;ok LED;X;ok;ok 0.3 Mp;ok HD 720p;30 fps;;ok 802.11b/g/n;ok 4.0 com A2DP;ok Micro USB 2.0;X;ok A-GPS;ok;ok;ok;ok;ok;X;X;7.2 Mbps;5.76 Mbps;ok;ok;ok;ok MP4/H.263/H.264;ok;X;X;ok Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;;Litio;;ok;;;X;;;;1800 Mah;;X;ok;;;;;;;;;510 minutos;350 horas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ok;;;;;
Nokia Asha 206;Nokia OS S40;2012/4;116 x 49.4 x 12.4 mm;91 gramas; R$-   ;; R$-   ; R$-   ;;2.2 / 10;1.5 / 10;3.3 / 10;0 / 10;ok Quad Band (850/900/1800/1900);ok também disponível single SIM;Mini (classic);;1 Core;;;;64 MB;ok Micro SD até 32 GB;2.4;1280 x 960 pixel;167 ppi;LCD;X;X;65 mil;1.3 Mp;;;X;X;X;X;X;X;ok 176 x 144 pixel;15 fps;;X;ok 2.1 com A2DP/EDR;ok Micro USB 2.0;X;X;ok;ok;X;X;X;X;X;-;-;X;X;ok;ok MP4/H.263/H.264/WMV;ok;X;X;ok Wap/xHtml/Html;ok Flash Lite;ok;ok;ok Polifônicos;ok;;Litio;;X;;X;X;;;;1110 Mah;;X;X;;;;;;;;;1200 minutos;1132 horas;;;;;;;;;;;;;;;;BL-4U;;;;;;;;;;;;;;;;;;ok;;;;;
